cellid,y_pred_sim_dif_probT_cfrobust,irr_sim_probT_cfrobust,cr_sim_probT_cfrobust,crnrt_sim_probT_cfrobust,irr_sim_gtP_cfrobust,irrnrt_sim_gtP_cfrobust,y_pred_sim_dif_probT_naive,irr_sim_probT_naive,cr_sim_probT_naive,crnrt_sim_probT_naive,irr_sim_gtP_naive,irrnrt_sim_gtP_naive,lat,lon,class_nono_probT,classnrt_nono_probT,class_yesyes_probT,classnrt_yesyes_probT,class_type1_probT,classnrt_type1_probT,class_type2_probT,classnrt_type2_probT
"15193",".8486665487","nan","4.663002968","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-23.375","30.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15194",".8175647259","nan","4.49211359","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-23.375","30.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15195",".6100054979","nan","3.351678371","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-23.375","30.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15196",".5836415291","nan","3.206821442","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-23.375","30.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15197",".3854727447","nan","2.117981911","nan","nan","nan",".3276379108","nan","1.170135379","1.80020833","nan","nan","-23.375","32.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15198",".4495632052","nan","2.470127583","nan","nan","nan",".3276379108","nan","1.170135379","1.80020833","nan","nan","-23.375","32.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15199",".4252624512","nan","2.336606741","nan","nan","nan","-.0882382393","nan","-.3151365817","-.4848254919","nan","nan","-23.375","33.125","nan","nan","nan","nan","nan","nan","nan","nan"
"1520",".6546713114","nan","3.597095013","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","12.125","-2.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15200",".4244671762","nan","2.332237244","nan","nan","nan","-.0882382393","nan","-.3151365817","-.4848254919","nan","nan","-23.375","33.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15201",".4596235752","nan","2.525404453","nan","nan","nan","-.0882382393","nan","-.3151365817","-.4848254919","nan","nan","-23.375","33.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15202",".4457607269","nan","2.449234724","nan","nan","nan","-.0882382393","nan","-.3151365817","-.4848254919","nan","nan","-23.375","33.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15203",".5168896914","nan","2.840053558","nan","nan","nan","-.0882382393","nan","-.3151365817","-.4848254919","nan","nan","-23.375","34.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15204",".5089839697","nan","2.796615124","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-23.375","34.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15205",".6967810392","nan","3.828467369","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-23.375","34.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15206",".8465220332","nan","4.651220322","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-23.375","34.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15207",".8451607227","nan","4.6437397","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-23.375","35.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15208",".8048390746","nan","4.422192574","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-23.375","35.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15209",".418526113","nan","2.299594164","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-23.375","43.625","nan","nan","nan","nan","nan","nan","nan","nan"
"1521",".64167732","nan","3.525699615","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","12.125","-2.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15210",".5195624828","nan","2.854738951","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-23.375","43.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15211",".5381945968","nan","2.957113266","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-23.375","44.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15212",".5720871687","nan","3.143336296","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-23.375","44.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15213",".6235702038","nan","3.426210165","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-23.375","44.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15214",".6452618837","nan","3.545394897","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-23.375","44.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15215",".7302783132","nan","4.012517929","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-23.375","45.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15216",".7205992937","nan","3.959336758","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-23.375","45.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15217",".6794366837","nan","3.733168602","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.375","45.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15218",".7740857601","nan","4.253218651","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.375","45.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15219",".4787829518","nan","2.630675554","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.375","46.125","nan","nan","nan","nan","nan","nan","nan","nan"
"1522",".5290000439","nan","2.9065938","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","12.125","-2.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15220",".9903193712","nan","5.441315174","nan","nan","nan","2.432774782","nan","8.688481331","13.36689472","nan","nan","-23.375","46.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15221",".2949116528","nan","1.620393753","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.375","46.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15222",".6696242094","nan","3.679253578","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.375","46.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15223",".9933248758","nan","5.457828999","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.375","47.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15224","1.104230165","nan","6.067198753","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.375","47.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15225","1.097981334","nan","6.032864571","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.375","47.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15226",".3863525391","nan","2.122816086","nan","nan","nan","2.202648401","nan","7.866601467","12.10246372","nan","nan","-23.625","26.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15227",".359298408","nan","1.974167109","nan","nan","nan","2.202648401","nan","7.866601467","12.10246372","nan","nan","-23.625","26.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15228",".3871527016","nan","2.127212524","nan","nan","nan","2.202648401","nan","7.866601467","12.10246372","nan","nan","-23.625","26.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15229",".3781095147","nan","2.0775249","nan","nan","nan","2.202648401","nan","7.866601467","12.10246372","nan","nan","-23.625","26.875","nan","nan","nan","nan","nan","nan","nan","nan"
"1523",".5692601204","nan","3.127803087","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","12.125","-2.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15230",".4923588037","nan","2.705268145","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-23.625","28.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15231",".7361313105","nan","4.044677734","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-23.625","29.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15232",".7836327553","nan","4.305674553","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-23.625","29.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15233",".9812264442","nan","5.391354084","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-23.625","30.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15234",".8050273657","nan","4.42322731","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-23.625","30.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15235",".5031194091","nan","2.764392376","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-23.625","30.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15236",".5160512924","nan","2.835446835","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-23.625","30.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15237",".6757763624","nan","3.713057041","nan","nan","nan","2.268167496","nan","8.100598335","12.46245861","nan","nan","-23.625","31.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15238",".504463315","nan","2.771776676","nan","nan","nan",".3276379108","nan","1.170135379","1.80020833","nan","nan","-23.625","31.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15239",".4076277316","nan","2.239712715","nan","nan","nan",".3276379108","nan","1.170135379","1.80020833","nan","nan","-23.625","32.375","nan","nan","nan","nan","nan","nan","nan","nan"
"1524",".4566696286",".1153066605","2.50917387","nan",".6529999971","nan","1.766548634","3.307926893","6.309102058","9.706311226","1","1","12.125","-1.875","0","0","0","0","0","0","1","1"
"15240",".4631921649","nan","2.545011997","nan","nan","nan","-.0882382393","nan","-.3151365817","-.4848254919","nan","nan","-23.625","32.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15241",".4827101529","nan","2.652253628","nan","nan","nan","-.0882382393","nan","-.3151365817","-.4848254919","nan","nan","-23.625","33.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15242",".4456413388","nan","2.448578835","nan","nan","nan","-.0882382393","nan","-.3151365817","-.4848254919","nan","nan","-23.625","33.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15243",".4994929433","nan","2.744466782","nan","nan","nan","-.0882382393","nan","-.3151365817","-.4848254919","nan","nan","-23.625","33.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15244",".5800652504","nan","3.187171936","nan","nan","nan","-.0882382393","nan","-.3151365817","-.4848254919","nan","nan","-23.625","33.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15245",".585806191","nan","3.218715191","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-23.625","34.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15246",".5967390537","nan","3.278786182","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-23.625","34.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15247",".6507823467","nan","3.575726986","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-23.625","34.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15248",".6419798136","nan","3.527361631","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-23.625","34.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15249",".8035359383","nan","4.415032387","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-23.625","35.125","nan","nan","nan","nan","nan","nan","nan","nan"
"1525",".5111834407",".2698966861","2.808700085","nan",".6919999719","nan","1.766548634","3.38505888","6.309102058","9.706311226","1","1","12.125","-1.625","0","0","0","0","0","0","1","1"
"15250",".8229657412","nan","4.521789551","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-23.625","35.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15251",".3855144382","nan","2.118211269","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-23.625","43.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15252",".5098963976","nan","2.80162859","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-23.625","43.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15253",".4900256395","nan","2.692448616","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-23.625","44.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15254",".5099607706","nan","2.801982403","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-23.625","44.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15255",".5390657783","nan","2.961899757","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-23.625","44.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15256",".60699296","nan","3.335126162","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-23.625","44.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15257",".8060201406","nan","4.428682327","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-23.625","45.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15258",".596506536","nan","3.277508497","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.625","45.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15259",".6454654932","nan","3.546513796","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.625","45.625","nan","nan","nan","nan","nan","nan","nan","nan"
"1526",".5391848087",".3418275118","2.962553978","nan",".7099999785","nan","1.766548634","3.385569096","6.309102058","9.706311226","1","1","12.125","-1.375","0","0","1","1","0","0","0","0"
"15260",".7748057842","nan","4.257174492","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.625","45.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15261",".4937244356","nan","2.712771416","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.625","46.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15262",".4764270186","nan","2.617731094","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.625","46.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15263",".5774379969","nan","3.172736168","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.625","46.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15264",".731544435","nan","4.019474983","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.625","46.875","nan","nan","nan","nan","nan","nan","nan","nan"
"15265",".9468852282","nan","5.202666283","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.625","47.125","nan","nan","nan","nan","nan","nan","nan","nan"
"15266","1.006406784","nan","5.529706955","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.625","47.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15267",".9481868744","nan","5.209817886","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-23.625","47.625","nan","nan","nan","nan","nan","nan","nan","nan"
"15268",".3850170374","nan","2.115478277","nan","nan","nan","2.202648401","nan","7.866601467","12.10246372","nan","nan","-23.875","26.375","nan","nan","nan","nan","nan","nan","nan","nan"
"15269",".4094856977","nan","2.249921322","nan","nan","nan","2.202648401","nan","7.866601467","12.10246372","nan","nan","-23.875","26.625","nan","nan","nan","nan","nan","nan","nan","nan"
"1527",".6353514194",".5832283497","3.490942001","nan",".7799999714","nan","1.766548634","3.385245323","6.309102058","9.706311226","1","1","12.125","-1.125","0","0","1","1","0","0","0","0"
"15270",".3796555102","nan","2.086019278","nan","nan","nan","2.202648401","nan","7.866601467","12.10246372","nan","nan","-23.875","26.875","nan","nan","nan","nan","nan","nan","nan","nan"
